시도,수요기관,계약명,계약일,금액,업체명,구분,태그
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어)",2025-02-28,16960000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학)",2025-02-28,42173000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어)",2025-02-28,51492000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어 및 수학)",2025-02-28,94472000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학)",2025-02-28,4472000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학 및 정보)",2025-02-28,342795750,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,143460000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 정보)",2025-02-28,17615000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어, 수학, 정보)",2025-02-28,173422500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,24180000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,16380000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,85350000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어 및 수학)",2025-02-28,406762500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,2625000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 정보)",2025-02-28,35600000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
경기,경기도교육청,최소 성취수준 보장지도 관련 하이러닝 영상 제작 용역,2024-12-23,49940000,ckdal,기술용역,하이러닝
경기,경기도교육청,최소 성취수준 보장지도 관련 하이러닝 영상 제작 용역,2024-12-23,49940000,ckdal,기술용역,하이러닝
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어)",2025-02-28,16960000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학)",2025-02-28,42173000,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어)",2025-02-28,51492000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어 및 수학)",2025-02-28,94472000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학)",2025-02-28,4472000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학 및 정보)",2025-02-28,342795750,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,143460000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 정보)",2025-02-28,17615000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어, 수학, 정보)",2025-02-28,173422500,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,24180000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,16380000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,85350000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어 및 수학)",2025-02-28,406762500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,2625000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 정보)",2025-02-28,35600000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 수학)",2025-02-28,26520000,(주)교학사,기술용역,교학사 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(1년, 영어)",2025-02-28,24180000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 수학)",2025-02-28,4472000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
제주,제주특별자치도교육청,"2025학년도 AI 디지털교과서 구독 용역(6개월, 영어)",2025-02-28,16960000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경기,경기도교육청 경기도구리남양주교육지원청,2025년 통합홈페이지 DBMS 라이선스 구입,2025-03-05,7000000,케이엘정보통신 주식회사,물품,MS Office
경기,경기도교육청 경기도구리남양주교육지원청,2025년 통합홈페이지 DBMS 라이선스 구입,2025-03-05,7000000,케이엘정보통신 주식회사,물품,MS Office
경북,경상북도교육청,2025년 업무용 소프트웨어(MS 오피스 등) 연간 사용권 구매,2025-03-14,1600000000,주식회사 바이탈컴,물품,MS Office
경북,경상북도교육청,2025년 업무용 소프트웨어(MS 오피스 등) 연간 사용권 구매,2025-03-14,1600000000,주식회사 바이탈컴,물품,MS Office
제주,제주특별자치도교육청,2025년 정품 소프트웨어(MS-오피스) 라이선스 구매,2025-03-24,401000000,주식회사 유비커널,물품,MS Office
제주,제주특별자치도교육청,2025년 정품 소프트웨어(MS-오피스) 라이선스 구매,2025-03-24,401000000,주식회사 유비커널,물품,MS Office
대전,대전광역시교육청,2025년 업무용 소프트웨어 MS EES 사용권 구매,2025-04-18,1235840000,주식회사 에쓰핀테크놀로지,물품,MS Office
대전,대전광역시교육청,2025년 업무용 소프트웨어 MS EES 사용권 구매,2025-04-18,1235840000,주식회사 에쓰핀테크놀로지,물품,MS Office
경기,경기도교육청 경기도화성오산교육지원청,2025년 다문화 학생 온라인학교 한글학습 프로그램(토도한글) 구매 계약,2025-04-29,11175000,주식회사 에누마코리아,물품,토도한글
,화성오산교육지원청,2025년 다문화 학생 온라인학교 한글학습 프로그램(토도한글) 구매 계약,2025-04-29,11175000,주식회사 에누마코리아,물품,토도한글
경기,경기도교육청 경기도화성오산교육지원청,2025년 다문화 학생 온라인학교 한글학습 프로그램(토도한글) 구매 계약,2025-04-29,11175000,주식회사 에누마코리아,물품,토도한글
,화성오산교육지원청,2025년 다문화 학생 온라인학교 한글학습 프로그램(토도한글) 구매 계약,2025-04-29,11175000,주식회사 에누마코리아,물품,토도한글
강원,강원특별자치도교육청,"2025년도 행정용 소프트웨어(MS EES, VDA, 알툴즈) 연간사용권 구매",2025-05-16,1865000000,주식회사 디모아,물품,MS Office|알툴즈
강원,강원특별자치도교육청,"2025년도 행정용 소프트웨어(MS EES, VDA, 알툴즈) 연간사용권 구매",2025-05-16,1865000000,주식회사 디모아,물품,MS Office|알툴즈
울산,울산광역시교육청,2024년 저소득층 교육정보화 PC 한컴오피스 라이선스 구입,2024-07-17,13938000,주식회사삼성하이테크시스템,물품,한컴오피스
강원,강원특별자치도교육청,"2025년도 행정용 소프트웨어(MS EES, VDA, 알툴즈) 연간사용권 구매",2025-05-16,1865000000,주식회사 디모아,물품,MS Office|알툴즈
전남,전라남도교육청,2025년 정품 소프트웨어(MS-EES) 사용권 구매,2025-05-26,1918325000,주식회사 에쓰핀테크놀로지,물품,MS Office
전남,전라남도교육청,2025년 정품 소프트웨어(MS-EES) 사용권 구매,2025-05-26,1918325000,주식회사 에쓰핀테크놀로지,물품,MS Office
서울,서울특별시교육청,2025년 업무용 소프트웨어(VDI용 한컴오피스 서버) 구매,2025-06-02,31860000,주식회사 에스인포,물품,한컴오피스
서울,서울특별시교육청,2025년 업무용 소프트웨어(VDI용 한컴오피스 서버) 구매,2025-06-02,31860000,주식회사 에스인포,물품,한컴오피스
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)(동아출판(주)),2025-06-26,19280000,동아출판(주),일반용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 AI 디지털교과서 공급 용역(학년도)((주)교학사),,660000,(주)교학사,일반용역,교학사 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 AI 디지털교과서 공급 용역(학년도)(주식회사 아이스크림미디어),,2400000,주식회사 아이스크림미디어,일반용역,아이스크림미디어 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)((주)지학사),2025-06-26,52916000,주식회사 지학사,일반용역,지학사 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)((주)미래엔),2025-06-26,74440000,주식회사 미래엔,일반용역,미래엔 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)((주)금성출판사),2025-06-26,139550000,(주)금성출판사,일반용역,금성출판사 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)((주)엔이능률),2025-06-26,173228000,주식회사 엔이능률,일반용역,NE능률 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)((주)비상교육),2025-06-26,364975250,(주)비상교육,일반용역,비상교육 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)(주식회사 와이비엠),2025-06-26,440209000,주식회사 와이비엠,일반용역,YBM AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 1학기 AI 디지털교과서 공급 용역(1학기)((주)천재교과서),2025-06-26,420026250,(주)천재교과서,일반용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 AI 디지털교과서 공급 용역(학년도)(동아출판(주)),,1147500,동아출판(주),일반용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 AI 디지털교과서 공급 용역(학년도)((주)미래엔),,780000,주식회사 미래엔,일반용역,미래엔 AI·디지털 교육자료
대구,대구광역시교육청,2025학년도 AI 디지털교과서 공급 용역(학년도)((주)비상교육),,715000,(주)비상교육,일반용역,비상교육 AI·디지털 교육자료
