"과학고·특성화고 에듀테크 활용사례 DB (2023.1~2026.7, 웹 공개자료 기반)",,,,,,,,,,,
,,,,,,,,,,,
연번,학교명,학교유형,지역,제품/서비스명,제품 카테고리,활용 시기,활용 내용,출처 유형,출처 URL,신뢰도,비고
87,인천비즈니스고등학교,특성화고,인천,"구글 워크스페이스(시트) 기반 자체 개발 '학생 관찰 도우미'·'행발·교과세특 작성 도우미', 생성형 AI",AI 학생기록 보조(자체 개발)·생성형 AI,2025,"구글 시트+AI로 교육과정 성취기준 부합 문장 초안 제안 도구 자체 개발·공유, 생성형 AI·클라우드 실습형 교원 연수, 학생 주도 메타버스 체험 부스 운영",KERIS 사례집 원문,https://www.keris.or.kr/main/ad/pblcte/selectPblcteETCInfo.do?mi=1142&pblcteSeq=13963,상,
88,익명 특성화고(대구권 실증),특성화고,대구권,DIY 종이드론·코딩드론(㈜코코드론),드론 교육 키트·코딩,2023.3~2024.2(실증),"에듀테크 소프트랩 동부권(대구) 실증 — 특성화고 드론 교육 프로그램(안전교육·조종·드론빙고 게임, 3차시), 2023 경남 콘텐츠페어 드론빙고 대회 참가",KERIS 디렉토리북 원문,https://www.keris.or.kr/main/ad/pblcte/selectPblcteETCInfo.do?mi=1142&pblcteSeq=13819,상,실증 우수제품 선정
89,부산과학고등학교,과학고,부산,"Claude(클로드 프로·맥스), Cursor Pro(AI 코드 편집기)",생성형 AI·AI 코딩도구 구독,2026.7 계약,"S2B 수의계약 — 클로드 프로·맥스 구독(36.6만), 커서 AI 프로 라이선스(47.5만) 구매",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202607161381028, 202607101368425"
90,인천진산과학고등학교,과학고,인천,"Claude Pro(클로드 프로), Cursor AI Pro",생성형 AI·AI 코딩도구 구독,2026.6~7 반복 계약,"S2B 수의계약 — 클로드 프로 구독 4건+(11.1만~29.6만), 커서 AI 프로 라이선스(70.3만) 반복 구매",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607131372622 외 다수
91,전남과학고등학교,과학고,전남 나주,"Claude Pro(클로드 프로, 6개월 라이선스 포함)",생성형 AI 구독,2026.6~7(3건),"S2B 수의계약 — 클로드 프로 6개월 라이선스(29.9만) 등 3건, AI수학 융합 캠프 운영",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607131368841 외
92,대구과학고등학교,영재학교,대구,Claude Pro(클로드 프로),생성형 AI 구독,2026.6 계약,S2B 수의계약 — '창의연구(R&E) AI정보분야(22팀) 소프트웨어(클로드 프로) 구독'(96만원) — R&E 22팀 규모 도입,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606191321163 — 미확인 학교 해소
93,충남과학고등학교,과학고,충남 공주,"Claude Pro(클로드 프로, 6개월 라이선스 포함)",생성형 AI 구독,2026.6(2건),S2B 수의계약 — 클로드 프로 안심구독(24만)+6개월 라이선스(131.7만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202606221323149, 202606151307312 — 미확인 학교 해소"
94,충북과학고등학교,과학고,충북 청주,Google Colab(구글 코랩),AI·코딩 클라우드 환경,2026.7 계약,S2B 수의계약 — 구글 코랩 구독(AI·코딩 실습),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607141376309
95,경남과학고등학교,과학고,경남 진주,이음AI PRO/PLUS(화이트소프트),교육용 생성형 AI 구독,2026.6~7(2건),"S2B 수의계약 — 창의연구활동용 이음AI PRO(17.5만), 입학관리부 이음AI PLUS(16.8만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607071356576 외
96,창원과학고등학교,과학고,경남 창원,"구독형 AI SW, 프리윌린 AI 코스웨어(수학), AI 교육과정 운영물품",AI 구독·AI 코스웨어,2026.6~7(5건),"S2B 수의계약 — 구독형 AI SW(66.4만), 수학과 AI 코스웨어 ㈜프리윌린(35만), AI 교육과정 운영물품 3건(361만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607031348509 외
97,대전과학고등학교,영재학교,대전,이음AI PRO(화이트소프트),교육용 생성형 AI 구독,2026.6(4건 반복),S2B 수의계약 — 이음AI PRO 구독 4건(18.6만~37.2만) 반복 구매,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606231325088 외
98,대전동신과학고등학교,과학고,대전,이음AI PLUS(화이트소프트),교육용 생성형 AI 구독,2026.6 계약,S2B 수의계약 — 이음AI PLUS(150만원),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606231327077
99,순천미래과학고등학교,특성화고,전남 순천,레고 에듀케이션 컴퓨터 사이언스 AI(11+),AI·코딩 교구,2026.7 계약,S2B 수의계약 — 레고 에듀케이션 컴퓨터 사이언스 AI 세트(759만원),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607101368506
100,수원정보과학고등학교,특성화고,경기 수원,Gemini Pro(제미나이 프로) 구독,생성형 AI 구독,2026.7 계약,S2B 수의계약 — 캐릭터제작교과 학생중심 수업용 AI 구독권(26.4만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607031348818
101,경기모바일과학고등학교,특성화고,경기 수원,학과별 AI 플랫폼 구독(스피커블),생성형 AI 구독,2026.6(2건),S2B 수의계약 — 모바일IT과(151.9만)·시각미디어디자인과(107.8만) AI 플랫폼 구독,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606251332817 외
102,김해생명과학고등학교,특성화고,경남 김해,AI디지털융합활용 수업 프로그램,AI 수업 프로그램,2026.7(2건),S2B 수의계약 — 2026 직업계고 AI역량강화사업 수업 프로그램(계 559.3만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607011343829 외
103,한국국방과학고등학교,특성화고,전북 전주,AI 역량강화 운영 계정 구독권,생성형 AI 구독,2026.6 계약,S2B 수의계약 — 직업계고 AI역량강화사업 운영 계정 구독권(296만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606251334037
104,한국산림과학고등학교,특성화고,강원 횡성,인라인(Inline) AI 프로 구독,생성형 AI 구독,2026.6~7 계약,"S2B 수의계약 — 인라인 AI 프로 안심구독 외 3종(406만), 교직원 AI역량강화 워크숍 운영",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606231327276
105,울산생활과학고등학교,특성화고,울산,"ChatGPT Plus(챗GPT 플러스, GPT-5)",생성형 AI 구독,2026.6 계약,S2B 수의계약 — 챗GPT 플러스 안심구독(27.3만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606161311665
106,동일미래과학고등학교,특성화고,광주,레고 스파이크 프라임(거리센서 등),AI·SW 교구,2026.6 계약,"S2B 수의계약 — AI·SW교육의 날 실습 교구(80만), AI 디지털 창업아이디어 경진대회 운영",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606151308826
107,부산컴퓨터과학고등학교,특성화고,부산,전문교과 실험실습 반도체·로봇 재료,전공 실습 재료,2026.7(2건),"S2B 수의계약 — 1학기 5차 전문교과 실험실습 반도체(347.3만)·로봇(226.9만) 재료, AI중점학교 중학생 AI진로체험 운영",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607161380654 외
108,부산소프트웨어마이스터고등학교,마이스터고,부산,피지컬 AI 실습환경(PCB 프린터기 등),피지컬 AI 실습 인프라,2026.7 계약,"S2B 수의계약 — 피지컬 AI 실습환경 구축용 PCB프린터기·전용냉장고(1,138.5만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607141375423
109,한국에너지마이스터고등학교,마이스터고,충남 아산,KT AICE BASIC 자격과정 교육,AI 자격 교육,2026.7 계약,S2B 수의계약 — AICE BASIC 및 자격증 과정 교육 용역(800만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607131372055
110,경북소프트웨어마이스터고등학교,마이스터고,경북 의성,"Claude AI PRO, 비트독 Xgo 코딩로봇·마이크로비트",생성형 AI 구독·AI 로봇 교구,2026.5~7(2건),"S2B 수의계약 — 클로드 AI PRO 안심구독(43.2만), 비트독 Xgo AI 반려로봇 마이크로비트 세트(71만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605271266759 외
111,부산자동차마이스터고등학교,마이스터고,부산,"수업혁신 연구회 에듀테크 구독(에듀테크나인, 제품명 미확인)",에듀테크 구독,2026.1~7(2건),"S2B 수의계약 — 자동제어 AI수업연구회 에듀테크 구독(180만, 2026.1)+AI Core 직업교육 수업혁신 연구회 에듀테크 구독(180만, 2026.7)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607071355709
112,한국국제통상마이스터고등학교,마이스터고,인천,패들렛 플래티넘 AI(12개월),협업·제작 도구 구독,2026.6 계약,S2B 수의계약 — 패들렛 플래티넘 AI 라이선스 12개월(23.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606101298915
113,한국해양마이스터고등학교,마이스터고,부산,캡컷(CapCut) AI 프로,AI 영상편집 구독,2026.6 계약,S2B 수의계약 — 캡컷 AI 프로 동영상 편집(25.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606011278490
114,경북바이오마이스터고등학교,마이스터고,경북 상주,Gemini Pro 3.0 울트라,생성형 AI 구독,2026.5 계약,S2B 수의계약 — 구글 제미나이 프로 3.0 울트라(531만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605191249702
115,부산일과학고등학교,과학고,부산,"SW·AI 해커톤 운영 용역, Google Colab Pro, 딥러닝 GPU 서버",AI 교육 운영·클라우드·인프라,2023.7~2026.6 연례,"S2B 수의계약 — SW·AI 해커톤 운영 용역(2023, 2,566만, 코딩맘스쿨협동조합; 2025·2026에도 연례 운영), 구글 코랩 프로(2024.8), SW·AI 교육지원 딥러닝 서버 GPU(2024.12, 2,040만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202307048610292, 202408209616934, 202412249962245"
116,서울과학고등학교,영재학교,서울,AI융합실 구축(창의재단 내실화사업),AI 교육 인프라,2024.12,S2B 수의계약 — 한국과학창의재단 내실화사업 AI융합실 구축 비품 3건+,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202412099910084 외
117,대전과학고등학교,영재학교,대전,SW/AI 창의주제활동·사회문제해결 프로그램,SW·AI 교육 프로그램,2024.6~12(5건+),S2B 수의계약 — 2·3학년 SW/AI 창의주제활동 및 SW/AI 기반 사회적 문제해결 프로그램 운영 물품 반복 구매,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202406179498514 외
118,충남과학고등학교,과학고,충남 공주,레고 스파이크 프라임 AI PRO,AI·코딩 교구,2023.12,S2B 수의계약 — 스파이크 프라임 인공지능 AI PRO(70만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202312219046933
119,충북과학고등학교,과학고,충북 청주,마타수학AI(마타에듀),AI 코스웨어(수학),2024.9,S2B 수의계약 — 마타수학AI(554.4만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202409269715327
120,경북과학고등학교,과학고,경북 포항,AI 바둑로봇,AI 교구(로봇),2024.9,S2B 수의계약 — '디지털온(溫) 선도학교' 인공지능 AI 바둑로봇(311만) — 경북과학고 첫 공식 구매기록 확보(디지털온 선도학교 참여 확인),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202409259710387 — 비공식(나무위키) 외 첫 공식 근거
121,강원과학고등학교,과학고,강원 원주,"AI 로봇팔(도프봇 DOFBOT, 젯슨나노)",AI 로봇 교구,2024.5,S2B 수의계약 — AI 로봇팔 인공지능 코딩로봇 암 젯슨나노 세트(540만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202405249448273
122,창원과학고등학교,과학고,경남 창원,AI사제동행 전문적학습공동체 강의 플랫폼,교원연수 플랫폼,2024.5,S2B 수의계약 — 2024 AI사제동행 전학공 학습 강의 플랫폼(300만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202405299460338
123,인천진산과학고등학교,과학고,인천,비트독 Xgo V2(4족보행 AI 로봇),AI 로봇 교구,2025.5,S2B 수의계약 — 비트독 Xgo V2 코딩로봇 교육용 AI 로봇(320만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202505210337290
124,동일미래과학고등학교,특성화고,광주,클래스팅 AI 러닝(3개월 구독),AI 코스웨어,2024.6,"S2B 수의계약 — 클래스팅 AI 러닝 3개월 구독(990만). AI교육선도학교·AI거점학교(AI팩토리실, 2023)로서 AI 에듀테크 교원연수·AI축전 부스도 연례 운영",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202406199506698, 202312289068231 외"
125,부산컴퓨터과학고등학교,특성화고,부산,"영어 스피킹 AI 코스웨어(제로엑스플로우), 엘리스 AI 코스웨어(정보교과)",AI 코스웨어,2024.5,"S2B 수의계약 — 영어과 스피킹 AI코스웨어(468.7만), 정보교과 AI코스웨어 ㈜엘리스그룹(250만), SW·AI 동아리 특강(2024.12)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202405039399412 외
126,여수정보과학고등학교,특성화고,전남 여수,"엘리스스쿨 LXP(AI 코스웨어), AI경영과·AI디자인과 기자재",AI 코스웨어·학과 기자재,2023.12~2024.11,"S2B 수의계약 — 엘리스스쿨 LXP Basic 플랜(500만, 2024.7), AI경영과 기자재(967만+571.8만), AI디자인과 기자재(539만) 반복 구매",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202407229579916 외 — AI 특화학과 운영교
